brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Puce,56,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Тапки,847184089-8,15,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true
Red,19,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Сандалии,197542711-4,30,true,true,false,true,true,false,true,true,false,false,false,false,false,false,false
Goldenrod,81,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,057406085-5,,true,false,false,true,true,false,true,true,false,true,false,false,true,true,true
Blue,31,Весна/Осень,Женская обувь,Кожа,Замша,Кожа,Кроссовки,950845960-3,45,true,true,false,false,true,false,true,false,false,false,false,true,true,false,false
Goldenrod,67,Лето,Женская обувь,Полимерный материал,Замша,Кожа,Мокасины,814443270-3,15,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true
Crimson,40,Зима,Женская обувь,Кожа,Кожа,Замша,Мокасины,677401859-9,,true,false,true,true,true,true,true,true,false,true,false,false,true,false,true
Green,21,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Туфли,850670729-3,,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false
Orange,33,Лето,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Туфли,640781382-4,,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true
Indigo,94,Лето,Женская обувь,Кожа,Полимерный материал,Замша,Тапки,020786969-3,,true,false,true,false,false,true,true,true,true,false,false,false,false,false,true
Purple,41,Весна/Осень,Женская обувь,Кожа,Замша,Полимерный материал,Угги,196260203-6,30,false,false,false,true,true,false,true,true,true,true,false,true,true,false,false
Maroon,87,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Ботинки,600961382-5,,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false
Pink,46,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Мокасины,548384867-5,,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false
Teal,34,Зима,Женская обувь,Замша,Замша,Полимерный материал,Ботинки,172717442-9,10,true,true,false,true,false,true,true,false,true,true,false,false,true,false,true
Teal,46,Зима,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сандалии,692392432-4,10,true,true,true,true,false,false,false,false,true,true,false,false,false,true,false
Teal,31,Весна/Осень,Мужская обувь,Замша,Замша,Кожа,Тапки,571235658-9,,true,false,true,false,true,true,true,false,false,true,false,false,false,false,true
Green,65,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,156518034-8,,true,true,false,false,true,true,true,true,false,true,true,false,false,true,true
Puce,24,Лето,Мужская обувь,Полимерный материал,Кожа,Замша,Тапки,250571244-1,,false,true,false,false,false,false,false,true,true,false,true,false,false,false,true
Yellow,86,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,051325296-7,15,true,false,true,false,false,false,false,true,true,true,true,false,false,true,true
Puce,72,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Кроссовки,153660453-4,,false,false,true,false,false,true,true,false,false,false,true,true,true,false,false
Fuscia,82,Лето,Женская обувь,Замша,Замша,Замша,Сабо,487105308-3,15,true,false,true,true,false,true,false,true,false,false,true,true,false,false,false
Indigo,72,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Тапки,659958907-3,,true,false,true,true,true,false,false,true,true,true,true,false,true,false,false
Aquamarine,82,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Угги,962853546-3,45,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false
Red,21,Зима,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Сандалии,021708989-5,,false,false,false,true,true,false,true,true,true,false,true,false,true,true,true
Khaki,6,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Замша,Тапки,671837680-9,,true,true,true,false,true,true,false,false,false,false,false,true,true,false,false
Yellow,67,Лето,Женская обувь,Полимерный материал,Кожа,Кожа,Мокасины,399528013-7,15,true,false,false,false,false,false,true,false,false,true,true,true,true,false,false
Fuscia,51,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Сандалии,905260764-8,,false,false,false,true,true,true,true,false,true,false,true,true,true,true,false
Maroon,13,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Ботинки,438059395-9,10,true,true,true,false,false,true,false,false,true,false,true,true,false,true,true
Crimson,15,Лето,Женская обувь,Замша,Замша,Полимерный материал,Босоножки,052404192-X,,false,true,true,false,false,false,false,true,true,true,true,true,false,true,false
Maroon,7,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Сандалии,369996847-2,15,false,true,true,true,false,true,true,true,true,false,true,true,true,true,false
Mauv,50,Весна/Осень,Женская обувь,Замша,Замша,Кожа,Угги,510130039-X,,false,false,true,false,true,true,false,false,true,true,false,false,true,true,true
Violet,66,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сапоги,061056442-0,,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true
Orange,95,Весна/Осень,Женская обувь,Замша,Кожа,Кожа,Сапоги,846047622-7,,true,true,false,true,false,false,true,true,false,false,true,false,true,false,false
Orange,36,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Замша,Слипоны,601246914-4,,true,false,false,false,true,true,true,true,true,true,false,true,false,true,false
Red,67,Зима,Женская обувь,Полимерный материал,Кожа,Замша,Слипоны,695363804-4,,true,false,true,true,false,true,true,false,false,true,false,true,false,false,true
Goldenrod,14,Лето,Женская обувь,Кожа,Замша,Замша,Сабо,736005314-5,,true,true,true,false,true,false,true,false,true,false,false,true,true,false,false
Pink,40,Лето,Женская обувь,Замша,Кожа,Полимерный материал,Ботинки,067488627-5,,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true
Blue,43,Зима,Женская обувь,Полимерный материал,Полимерный материал,Замша,Босоножки,094821639-5,,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true
Orange,11,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Кожа,Слипоны,436923426-3,,false,true,false,true,false,false,false,true,true,false,true,true,false,false,false
Orange,29,Зима,Женская обувь,Полимерный материал,Замша,Замша,Сабо,569971066-3,,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
Goldenrod,36,Зима,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,706339577-7,,false,true,false,false,false,true,false,false,true,true,true,false,false,true,true
Aquamarine,49,Зима,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Ботинки,940965949-3,30,true,true,false,false,false,false,false,true,false,false,true,true,true,false,false
Fuscia,50,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Мокасины,489351908-5,,false,false,true,false,false,true,false,false,true,false,true,false,false,true,true
Turquoise,79,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Босоножки,467619548-6,15,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true
Puce,92,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Сабо,067150016-3,,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false
Puce,3,Весна/Осень,Мужская обувь,Замша,Кожа,Полимерный материал,Сабо,487086555-6,,true,false,false,false,true,true,true,true,true,false,false,false,true,false,false
Mauv,59,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Угги,963130960-6,,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true
Teal,61,Весна/Осень,Женская обувь,Замша,Кожа,Кожа,Тапки,791314967-1,10,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false
Maroon,58,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Кожа,Кеды,482087131-5,,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false
Pink,24,Лето,Мужская обувь,Замша,Кожа,Кожа,Кеды,637100422-0,,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false
Violet,9,Лето,Женская обувь,Кожа,Кожа,Полимерный материал,Сапоги,581829100-6,10,true,false,false,false,true,true,false,false,false,true,true,false,false,true,true
Red,95,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Мокасины,624520422-4,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
Indigo,89,Зима,Мужская обувь,Полимерный материал,Кожа,Замша,Слипоны,304810536-0,10,false,true,false,false,true,false,false,false,true,false,true,true,false,false,true
Maroon,80,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Слипоны,557006102-9,30,false,false,false,true,true,true,true,false,true,true,false,true,true,true,true
Puce,10,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Босоножки,677458070-X,,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false
Crimson,82,Лето,Мужская обувь,Кожа,Полимерный материал,Кожа,Слипоны,713120532-X,,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false
Orange,21,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Угги,315894033-7,,false,false,true,true,false,false,true,true,false,false,false,true,true,true,true
Fuscia,41,Весна/Осень,Женская обувь,Замша,Замша,Кожа,Слипоны,693941350-2,,false,true,true,true,false,false,true,true,false,true,false,false,false,true,true
Fuscia,91,Зима,Женская обувь,Замша,Замша,Кожа,Кеды,656567317-9,,false,true,true,false,false,false,true,false,true,false,true,true,true,true,false
Turquoise,20,Лето,Женская обувь,Замша,Замша,Кожа,Босоножки,606550070-4,,true,false,false,true,true,false,true,true,true,true,true,true,false,true,true
Indigo,32,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Мокасины,375270823-9,,true,false,false,true,false,true,true,true,true,false,true,true,true,false,true
Yellow,31,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сандалии,266472974-8,,true,false,false,true,true,true,true,true,true,false,true,true,false,false,false
Yellow,66,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Ботинки,741481934-5,,false,true,false,false,true,false,true,true,true,false,false,false,true,false,true
Mauv,58,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Мокасины,402227701-7,30,true,true,false,false,true,false,true,true,true,false,true,true,true,false,true
Green,68,Весна/Осень,Мужская обувь,Замша,Замша,Кожа,Слипоны,143416389-X,,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true
Crimson,6,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Кожа,Кеды,393271405-9,,true,false,false,false,false,false,false,true,true,true,true,false,true,true,false
Violet,68,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Сапоги,990153814-9,,true,true,false,false,false,false,false,true,false,true,false,false,true,true,false
Green,29,Зима,Мужская обувь,Замша,Кожа,Замша,Кеды,510955006-9,10,false,true,false,false,true,true,true,false,false,false,false,true,false,false,false
Goldenrod,42,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Сабо,569457880-5,,false,false,false,true,false,false,false,true,false,false,true,false,true,true,false
Orange,73,Лето,Женская обувь,Кожа,Кожа,Замша,Угги,062591801-0,,true,true,true,false,false,false,true,true,false,false,true,true,true,true,true
Red,100,Лето,Женская обувь,Замша,Кожа,Полимерный материал,Сабо,334681244-8,45,true,false,true,false,true,true,true,false,false,false,true,true,true,true,false
Green,14,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Сапоги,651511345-5,30,false,false,true,true,true,false,false,true,true,true,false,true,false,false,true
Green,98,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Сабо,748726629-X,45,true,false,true,false,false,true,false,true,false,false,true,false,false,true,true
Khaki,78,Лето,Мужская обувь,Кожа,Кожа,Кожа,Угги,179296580-X,,false,false,true,false,true,false,false,true,true,true,false,true,false,false,true
Orange,42,Лето,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Сапоги,598284983-9,,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false
Indigo,45,Зима,Женская обувь,Замша,Кожа,Замша,Кроссовки,051735578-7,15,true,true,true,true,false,false,true,true,false,true,false,false,false,false,true
Indigo,92,Лето,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Босоножки,201216612-1,,false,false,true,true,false,true,false,true,true,true,false,true,true,false,true
Green,3,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Замша,Тапки,640317330-8,,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true
Purple,92,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,786983552-8,,false,false,false,false,false,true,true,false,false,false,false,true,false,true,true
Goldenrod,41,Зима,Мужская обувь,Замша,Замша,Замша,Угги,673354908-5,,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true
Goldenrod,95,Зима,Мужская обувь,Кожа,Замша,Полимерный материал,Мокасины,325497874-9,,true,false,false,true,false,false,false,true,false,true,false,true,false,true,false
Mauv,49,Зима,Женская обувь,Полимерный материал,Кожа,Кожа,Кеды,098171328-9,,true,false,false,false,true,true,false,false,false,true,false,false,true,false,true
Goldenrod,38,Лето,Мужская обувь,Замша,Кожа,Полимерный материал,Мокасины,734960905-1,,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true
Violet,90,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Слипоны,595117616-6,,true,true,true,false,true,true,false,true,true,false,true,true,true,true,false
Khaki,89,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Слипоны,071367529-2,,false,false,true,true,false,true,false,true,false,true,true,false,true,true,false
Khaki,96,Лето,Мужская обувь,Замша,Замша,Замша,Босоножки,211183514-5,45,true,true,false,true,false,true,false,false,true,false,false,true,true,false,true
Mauv,69,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,181912880-6,45,false,false,true,true,false,false,false,false,true,false,true,false,true,true,true
Turquoise,67,Зима,Женская обувь,Кожа,Кожа,Кожа,Угги,680262589-X,30,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false
Green,95,Лето,Женская обувь,Кожа,Полимерный материал,Замша,Сапоги,079537986-2,30,false,false,true,false,false,false,false,true,true,false,true,true,true,false,true
Orange,76,Лето,Женская обувь,Замша,Полимерный материал,Замша,Сапоги,513726648-5,15,true,false,true,true,true,true,false,false,true,false,false,false,true,true,true
Orange,99,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Замша,Слипоны,886496844-X,,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true
Crimson,34,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Тапки,012106980-X,,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true
Red,54,Лето,Мужская обувь,Кожа,Полимерный материал,Замша,Слипоны,590684382-5,,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true
Indigo,8,Зима,Мужская обувь,Замша,Кожа,Замша,Кеды,511552303-5,,false,false,false,true,true,true,false,false,true,true,false,true,true,false,true
Fuscia,66,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Сандалии,312816333-2,,false,true,false,false,true,false,false,false,true,true,false,true,false,false,false
Purple,44,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Тапки,132125086-X,,false,false,false,true,false,false,false,true,false,true,true,true,true,false,true
Green,91,Лето,Женская обувь,Полимерный материал,Замша,Кожа,Сапоги,924951554-5,,true,true,true,true,true,false,false,true,false,true,true,true,false,false,false
Teal,71,Весна/Осень,Женская обувь,Полимерный материал,Замша,Замша,Кроссовки,140038427-3,30,true,true,true,true,false,false,false,true,true,true,false,false,true,false,true
Turquoise,11,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Угги,355485274-0,45,true,false,false,true,true,false,true,true,true,true,false,true,true,false,false
Maroon,70,Весна/Осень,Женская обувь,Замша,Замша,Замша,Сабо,121863672-6,45,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true
Goldenrod,41,Лето,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Сапоги,011535826-9,,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false
Indigo,96,Лето,Мужская обувь,Кожа,Кожа,Кожа,Ботинки,656350782-4,,false,false,true,true,false,false,true,false,false,true,true,false,false,false,false
Red,13,Зима,Мужская обувь,Кожа,Замша,Кожа,Тапки,431616072-9,,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false
Indigo,52,Лето,Женская обувь,Замша,Кожа,Замша,Тапки,951112647-4,10,false,true,true,false,false,false,true,true,false,false,false,true,true,true,true
Turquoise,42,Лето,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Кроссовки,366725890-9,,false,false,false,false,false,false,true,false,true,true,true,true,false,false,true
Crimson,23,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Туфли,753761667-1,,true,true,true,false,true,false,false,true,false,false,false,true,false,false,true
Aquamarine,27,Весна/Осень,Мужская обувь,Кожа,Кожа,Полимерный материал,Сандалии,023547479-7,10,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false
Goldenrod,65,Весна/Осень,Женская обувь,Замша,Замша,Замша,Сабо,284477361-3,15,true,true,true,false,true,true,false,false,false,true,false,false,false,true,true
Maroon,35,Зима,Женская обувь,Кожа,Полимерный материал,Кожа,Сапоги,361640864-4,,false,true,true,false,true,false,false,false,false,true,true,true,true,false,false
Puce,49,Зима,Мужская обувь,Замша,Кожа,Полимерный материал,Ботинки,890873204-7,,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false
Puce,50,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Сандалии,232220254-1,,false,true,true,false,false,false,true,false,true,true,true,false,true,false,false
Aquamarine,54,Лето,Мужская обувь,Полимерный материал,Кожа,Замша,Сапоги,060877275-5,10,false,false,true,true,true,false,true,false,false,false,false,true,true,false,true
Violet,3,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Ботинки,994161681-7,,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false
Turquoise,39,Зима,Мужская обувь,Кожа,Полимерный материал,Кожа,Мокасины,595676543-7,,false,true,false,false,true,false,true,false,false,true,true,false,true,true,true
Violet,75,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,028461050-X,,false,false,false,true,false,true,false,true,true,true,false,true,true,true,true
Crimson,66,Зима,Женская обувь,Замша,Замша,Замша,Сапоги,516704812-5,,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false
Turquoise,70,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Угги,103963900-3,,false,false,true,true,true,false,false,true,false,false,true,false,true,false,true
Orange,26,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Ботинки,541827434-1,30,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true
Purple,57,Зима,Женская обувь,Полимерный материал,Замша,Замша,Тапки,434331192-9,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Puce,73,Зима,Женская обувь,Кожа,Кожа,Замша,Босоножки,234902893-3,,true,false,true,true,true,true,false,false,true,true,false,true,false,true,true
Orange,22,Лето,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Сабо,369143957-8,,true,true,false,false,false,false,true,true,false,false,false,false,false,true,false
Khaki,17,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Кожа,Сабо,009820242-1,,true,false,false,false,true,true,false,false,true,true,true,true,false,true,true
Crimson,44,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Сандалии,806024326-8,45,false,false,true,false,true,true,false,false,false,false,true,true,true,true,false
Maroon,3,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Босоножки,299256600-4,10,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false
Fuscia,67,Лето,Женская обувь,Полимерный материал,Кожа,Кожа,Слипоны,750015416-X,,false,true,true,false,true,false,false,false,false,true,false,false,true,true,false
Violet,60,Зима,Женская обувь,Замша,Замша,Замша,Босоножки,033770624-7,10,false,false,false,false,false,true,false,false,true,true,false,false,true,true,false
Aquamarine,29,Весна/Осень,Мужская обувь,Замша,Кожа,Кожа,Тапки,652376508-3,30,true,true,false,false,false,false,false,true,true,false,true,true,false,true,true
Maroon,39,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,861967821-3,,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true
Red,82,Весна/Осень,Мужская обувь,Замша,Замша,Кожа,Босоножки,445141619-1,,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true
Teal,74,Лето,Мужская обувь,Кожа,Замша,Полимерный материал,Босоножки,839493248-7,,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false
Purple,40,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Мокасины,580026915-7,10,true,false,false,true,false,true,true,true,true,false,false,true,false,false,false
Goldenrod,5,Лето,Женская обувь,Замша,Замша,Полимерный материал,Сапоги,400345140-6,45,true,false,false,false,false,true,false,true,true,false,false,false,true,true,false
Maroon,42,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Ботинки,964793766-0,,true,true,true,true,true,false,false,true,false,true,false,false,true,false,true
Aquamarine,26,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Туфли,384454250-7,,false,false,false,false,true,false,false,false,true,false,true,true,false,true,false
Red,30,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Сабо,712962733-6,,false,false,false,false,true,true,false,true,true,false,true,true,true,false,true
Orange,95,Лето,Женская обувь,Замша,Полимерный материал,Полимерный материал,Сандалии,344692833-2,,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false
Crimson,71,Зима,Мужская обувь,Полимерный материал,Замша,Кожа,Кроссовки,938327482-4,45,true,false,true,true,false,false,true,true,false,true,false,false,true,false,true
Mauv,74,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,761502982-1,,false,true,false,true,true,true,false,false,true,false,true,false,false,false,false
Fuscia,3,Зима,Мужская обувь,Замша,Замша,Полимерный материал,Тапки,772336462-8,10,false,false,false,true,true,false,false,true,true,false,false,true,false,true,false
Red,32,Весна/Осень,Мужская обувь,Кожа,Кожа,Полимерный материал,Туфли,633837771-4,,true,true,true,false,false,false,true,false,false,false,false,false,true,true,false
Crimson,73,Зима,Мужская обувь,Замша,Замша,Кожа,Угги,076631633-5,15,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false
Yellow,71,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Сандалии,039300655-7,30,false,true,false,false,false,true,true,false,true,false,false,false,true,false,true
Aquamarine,62,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Замша,Слипоны,272458078-8,,false,true,false,false,false,true,true,true,false,true,true,false,true,false,false
Red,89,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Сабо,794543778-8,,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true
Maroon,91,Лето,Женская обувь,Замша,Кожа,Полимерный материал,Мокасины,213817240-6,45,true,true,false,true,false,false,true,true,false,true,false,true,true,false,false
Blue,32,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Сабо,684802505-4,30,true,true,false,true,true,false,false,false,false,true,true,true,true,false,false
Blue,45,Зима,Женская обувь,Замша,Полимерный материал,Полимерный материал,Слипоны,660274316-3,,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true
Turquoise,60,Зима,Женская обувь,Кожа,Кожа,Кожа,Угги,526286749-9,,true,true,false,false,true,false,true,false,true,true,false,false,false,true,false
Indigo,71,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Кожа,Кеды,087734471-X,,true,false,true,false,false,false,false,true,true,false,true,true,true,false,false
Red,2,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Кроссовки,241158053-3,,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false
Violet,51,Лето,Женская обувь,Замша,Полимерный материал,Полимерный материал,Сапоги,014601412-X,,false,true,false,true,true,false,true,true,true,false,false,false,true,false,false
Red,96,Лето,Мужская обувь,Полимерный материал,Кожа,Замша,Тапки,732423819-X,,true,true,false,true,false,false,false,false,false,true,true,false,true,false,false
Fuscia,80,Зима,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Мокасины,331387723-0,,false,true,true,true,true,false,true,true,false,false,true,false,false,true,true
Pink,19,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Слипоны,585582201-X,,true,false,false,true,false,false,true,false,false,true,true,false,true,true,true
Green,1,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сандалии,341487544-6,15,true,true,true,false,true,true,false,true,true,true,false,false,false,false,false
Crimson,7,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Угги,373304881-4,,false,true,false,false,true,true,false,false,false,false,true,false,true,true,false
Teal,23,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Сабо,519260170-3,,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false
Khaki,70,Зима,Мужская обувь,Замша,Замша,Полимерный материал,Тапки,103041306-1,,true,false,true,true,true,false,true,false,true,false,true,true,true,false,false
Yellow,43,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Кроссовки,431900291-1,,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false
Teal,56,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Сапоги,370088266-1,45,true,true,false,false,false,true,true,false,true,false,true,false,true,false,false
Khaki,74,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Кроссовки,882965411-6,15,false,true,true,false,false,true,false,true,true,false,false,true,false,false,false
Crimson,84,Лето,Мужская обувь,Замша,Замша,Кожа,Слипоны,645808100-6,,true,true,false,true,true,true,true,false,false,true,false,true,false,false,false
Yellow,35,Лето,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Кроссовки,383764432-4,30,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false
Purple,69,Зима,Женская обувь,Замша,Кожа,Кожа,Ботинки,177250820-9,,true,false,true,false,false,false,false,true,false,true,true,false,false,false,false
Yellow,94,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Слипоны,308289934-X,15,true,true,false,false,false,true,false,false,true,false,true,true,true,false,false
Aquamarine,53,Зима,Мужская обувь,Полимерный материал,Кожа,Замша,Сандалии,362118969-6,15,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true
Orange,17,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Кожа,Ботинки,109788358-2,,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false
Aquamarine,28,Лето,Женская обувь,Кожа,Полимерный материал,Кожа,Ботинки,525201595-3,10,true,false,false,false,true,false,false,true,false,true,true,false,true,true,true
Goldenrod,25,Зима,Женская обувь,Полимерный материал,Кожа,Замша,Ботинки,486908696-4,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
Yellow,92,Зима,Мужская обувь,Кожа,Замша,Полимерный материал,Тапки,997620570-8,,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true
Violet,66,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Сабо,641042663-1,,true,false,false,true,false,true,true,true,true,true,true,true,true,false,true
Turquoise,31,Весна/Осень,Женская обувь,Полимерный материал,Замша,Кожа,Кеды,936845189-3,,false,true,true,false,true,true,false,false,false,false,false,false,false,true,true
Goldenrod,12,Зима,Женская обувь,Кожа,Кожа,Кожа,Слипоны,925986271-X,,true,false,false,true,false,false,true,true,false,false,true,false,true,false,true
Mauv,69,Зима,Мужская обувь,Кожа,Кожа,Полимерный материал,Сабо,287832209-6,45,false,true,false,false,false,true,true,false,true,true,true,true,false,true,true
Aquamarine,17,Лето,Женская обувь,Кожа,Кожа,Кожа,Угги,041267871-3,15,true,false,false,false,true,true,true,false,true,false,false,false,true,false,false
